TICKER,ReturnEarly2020,ReturnLate2020
EXR,-0.084832023,0.241533993
KRG,-0.49884852,0.600309697
WLK,-0.453323848,1.167108075
GOOGL,-0.13247879,0.50836053
STXS,-0.429111508,0.685432313
BECN,-0.482801856,1.429865554
SFST,-0.332313357,0.246033405
DLR,0.169449789,0.02814564
ONTO,-0.188013499,0.602628641
MOS,-0.497689561,1.145613858
SHO,-0.370689096,0.300802318
CUBE,-0.138499976,0.295859617
ADES,-0.356689551,-0.162861638
HURN,-0.339931209,0.299604033
INVA,-0.169492428,0.053571884
TXRH,-0.260298802,0.892496012
HALO,0.014663889,1.374098589
NP,-0.382636491,0.320973444
ORA,-0.090579732,0.340617037
MKTX,-0.121138148,0.721666398
MPWR,-0.056510927,1.198500873
NWE,-0.156830338,0.007738803
SPOK,-0.115698997,0.079539916
ATLO,-0.264648565,0.220085159
TBBK,-0.531997043,1.248765479
LVS,-0.373406652,0.403340817
MIC,-0.387254774,0.487128063
HLF,-0.388295005,0.647806028
CE,-0.399972564,0.80494158
WTI,-0.694244964,0.276471143
CZNC,-0.28455969,0.038635676
SMMF,-0.210778986,0.072018558
DLB,-0.209425378,0.80837796
HUN,-0.396006481,0.782268422
TAP,-0.319809836,0.429547052
PBH,-0.0943198,-0.049347415
WEX,-0.500860002,0.946723906
EBTC,-0.198053377,-0.031979655
EFSC,-0.417340885,0.274325337
KRNY,-0.373101825,0.264639404
NDAQ,-0.109056711,0.414540495
PFBC,-0.434369119,0.529605404
MTEM,-0.049695969,-0.293453231
ULH,-0.30436461,0.579771167
AX,-0.40125514,1.070047922
PBIP,-0.174311729,-0.047707377
DXCM,0.231004729,0.373046854
DRH,-0.541515733,0.624014904
LAZ,-0.40267465,0.877291334
CTRN,-0.611591385,4.582022193
MORN,-0.23023987,1.005270815
ZUMZ,-0.498552206,1.123555229
ATSG,-0.220801657,0.71444235
BFIN,-0.320512743,0.034105719
BLDR,-0.51869389,2.336876908
EGLE,-0.597826059,0.467178875
LHCG,0.017711421,0.521539708
DBI,-0.677255325,0.536143678
FSP,-0.322680383,-0.194541963
OSK,-0.317512195,0.354295102
THS,-0.089690354,-0.037598294
WAL,-0.460066626,0.994984567
MPW,-0.16816675,0.314026183
CNSL,0.172679957,0.074723741
DISCA,-0.406231226,0.547839604
EXPE,-0.476512289,1.352939932
ACCO,-0.453525603,0.722288715
CF,-0.425610301,0.462584761
STN,-0.092710151,0.284416008
ATRC,0.033220707,0.657338726
OFLX,-0.213347782,0.7458171
ROLL,-0.287671387,0.58737399
RUTH,-0.686193255,1.6541908
AMP,-0.380577547,0.933817989
EVRI,-0.754281234,3.184844605
CMPR,-0.577005764,0.649247213
FNF,-0.444101432,0.619570446
DHT,-0.020260896,-0.181603668
FBIZ,-0.407461046,0.224563806
ISBC,-0.321782435,0.377538404
WSBF,-0.204246149,0.347282053
AMSF,-0.019536412,-0.039068699
IRBT,-0.192178185,0.96307982
SPWR,-0.349999729,5.144650173
UAA,-0.573611261,0.864277183
PEBK,-0.37222199,0.158833435
BKD,-0.570838931,0.419869971
ICE,-0.124256334,0.440449003
BCBP,-0.218167102,0.087506466
CORE,0.055167294,0.040434122
LORL,-0.497215142,0.788248412
LYV,-0.363928979,0.616367138
CPA,-0.576926262,0.705232334
CMG,-0.218262675,1.11905208
HEES,-0.555791316,1.112634636
CROX,-0.594413948,2.6880533
LQDT,-0.348993656,3.100519826
UAL,-0.641843605,0.37083947
KOP,-0.676347381,1.51899948
TDG,-0.428231985,0.932759485
GPRE,-0.685676901,1.71546581
VNDA,-0.368677593,0.268338117
POR,-0.133805793,-0.080615662
DK,-0.520727808,0.056152282
MA,-0.189973631,0.483766131
MWA,-0.328179597,0.569047652
VG,-0.024290674,0.780774164
AAWW,-0.068914611,1.124658075
FBMS,-0.461320594,0.641696853
QRTEA,-0.275801291,2.482975133
PRTK,-0.218361995,0.987306826
ATEC,-0.513741633,3.208697364
HOMB,-0.385401773,0.664928216
LUNA,-0.156378667,0.606503365
SLCT,-0.379675079,0.241151172
PGTI,-0.437290358,1.42431627
CSII,-0.275365354,0.242828628
SNCR,-0.35789494,0.540983909
GTLS,-0.570602881,3.064525942
KALU,-0.371057194,0.471871847
EVR,-0.378530718,1.444260515
HBI,-0.464029853,0.919300683
ESXB,-0.450486918,0.430884069
WU,-0.314600105,0.248254583
CVLT,-0.093189931,0.367834998
ICFI,-0.248635238,0.088800298
ZIOP,-0.480932198,0.028571407
EHTH,0.46565471,-0.49857924
EXLS,-0.250935993,0.636171342
LMAT,-0.304172108,0.63968797
AWI,-0.152708903,-0.055737414
DEI,-0.29863362,-0.014727066
OC,-0.397958672,0.967003647
LDOS,-0.060271827,0.159261886
ROST,-0.250515089,0.41209461
EBS,0.072474866,0.548565684
HRI,-0.581937458,2.245844828
KBR,-0.318688782,0.513879172
SPR,-0.671514495,0.63547861
CPRX,0.026666417,-0.132466788
FSLR,-0.355611743,1.74320813
ORBC,-0.420427101,2.040982191
WLDN,-0.327564398,0.951334649
AIMC,-0.512289793,2.180087227
ALGT,-0.527565928,1.313450514
GLDD,-0.267431579,0.586745901
IPGP,-0.239028702,1.029287184
MNOV,-0.448071377,0.41397869
TAST,-0.741843982,2.450545412
SBH,-0.557260249,0.613861788
EIG,-0.02371317,-0.18596964
AVAV,-0.0126335,0.425526702
III,0.015811082,0.276265023
CORR,-0.580071703,-0.620188305
ARAY,-0.326241238,1.194737911
CENTA,-0.129086897,0.420804441
ESGR,-0.231122764,0.288210436
NCMI,-0.52674858,0.217617019
PRTS,-0.204546015,6.079998934
MDGL,-0.267258922,0.665217843
BR,-0.228022955,0.635621414
UFS,-0.434100823,0.491056553
SFNC,-0.306831046,0.207161887
HAYN,-0.418972724,0.193844713
SMCI,#VALUE!,0.487780131
CNK,-0.688331215,0.708537715
DAL,-0.507884243,0.409393331
TMUS,0.069880736,0.612755236
ESSA,-0.188200385,0.125659261
TFSL,-0.209858132,0.21910848
ACM,-0.307906531,0.667670096
BGS,0.035414756,0.616714786
CAI,-0.512077421,1.247239431
CLR,-0.776671949,1.133511817
TRS,-0.264564939,0.370995777
ALBO,-0.356018669,1.291387343
CLNE,-0.239315623,3.415730657
FOLD,-0.051334428,1.498918052
GLRE,-0.411474375,0.228571272
IBKR,-0.072190299,0.419854447
PODD,-0.032242792,0.542912974
TTGT,-0.21034404,1.868023234
GRBK,-0.298780351,1.852173185
INFN,-0.332493515,0.977359368
JAZZ,-0.331860314,0.654803863
LLNW,0.397057878,-0.300000535
SCOR,-0.429150069,-0.117021497
TIPT,-0.353808655,-0.017481878
DFS,-0.576640519,1.597646456
PRO,-0.482142596,0.636158319
DHX,-0.282391753,0.027778805
LULU,-0.18181083,0.836083812
MASI,0.120587209,0.51524429
AROC,-0.617795708,1.45278858
VMW,-0.202187586,0.158216037
G,-0.30525226,0.427132225
TDC,-0.234590194,0.096632491
UEC,-0.390774806,2.142854831
TOWN,-0.343278419,0.334893909
ULTA,-0.30591826,0.634378298
CVI,-0.579636079,-0.080934073
ROIC,-0.519252581,0.615200319
PZN,-0.446150261,0.666306869
TGH,-0.232493133,1.333332934
SHIP,-0.721560853,-0.778947045
CIM,-0.533073644,0.239270797
LL,-0.519959605,5.554372507
MSCI,0.121795844,0.554688236
SCU,-0.373012759,0.122599443
APEI,-0.126323088,0.273714198
ENSG,-0.16993647,0.944260208
NFBK,-0.33507631,0.136763152
ATHX,1.439024427,-0.416666246
CATM,-0.531467027,0.687381183
SATS,-0.261833506,-0.337190687
TITN,-0.412043449,1.249711677
ARR,-0.488279924,0.313519101
FLNT,-0.531999709,3.538467394
LRN,-0.073219605,0.125661466
KW,-0.388341298,0.389727231
GTS,-0.237425154,0.514184543
EBSB,-0.43753113,0.355619442
DAN,-0.567895276,1.499358886
HCCI,-0.482307585,0.297415126
MOFG,-0.417600429,0.208455267
IRDM,-0.093750459,0.761083268
HI,-0.419918665,1.126179216
PM,-0.128804516,0.189133292
V,-0.141107551,0.363640589
AWK,-0.022844788,0.298839866
IPI,-0.704797427,2.01874775
NX,-0.40515214,1.229692295
CFX,-0.455745476,0.931313399
UNH,-0.148036937,0.422882966
SB,-0.299999745,0.092436254
AGNC,-0.381552264,0.594072207
CAPR,-0.062499542,1.858335017
UMH,-0.301035174,0.418106826
JBT,-0.339872475,0.537902863
ERII,-0.240040373,0.833332932
PRIM,-0.282373648,0.751937551
TREE,-0.395630528,0.492939157
DISCK,-0.424729557,0.493158024
HCI,-0.109997426,0.330678576
MYRG,-0.196379528,1.294764875
DMRC,-0.611143907,2.619928683
HBCP,-0.372736594,0.176496555
LOPE,-0.203622541,0.22055595
CLW,0.021067369,0.730858363
VRTS,-0.371307387,1.903662869
OVLY,-0.185040532,0.067457647
ORRF,-0.386225372,0.247243833
SMED,0.881517496,0.190174854
OPI,-0.138443716,-0.104938925
IVR,-0.765165336,0.193801179
PMT,-0.523553218,0.825917792
ASPS,-0.603207856,0.679270299
TBNK,-0.199348846,0.008698681
STWD,-0.568383355,1.055027871
AVGO,-0.239447384,0.897827515
ARI,-0.572444324,0.670414971
SEM,-0.357326683,0.843998672
MG,-0.701471731,0.821597375
TWO,-0.739397921,0.832574531
ADUS,-0.304669874,0.732100439
ECHO,-0.174879687,0.570257795
OMER,-0.051099501,0.068437714
VRSK,-0.064885766,0.495862393
DG,-0.029843104,0.400531078
H,-0.464663253,0.550105179
LEA,-0.403698793,0.960372037
COWN,-0.385027436,1.713707104
FTNT,-0.052359384,0.468121737
CIT,-0.618406274,1.180358847
KAR,-0.440568964,0.550833019
KRA,-0.680094687,2.430864774
PEB,-0.593435299,0.729915185
PPC,-0.446125363,0.082228811
MSGN,-0.413793228,0.445099355
GNRC,-0.073764697,1.440804483
PDM,-0.198212063,-0.043964604
TRNO,-0.03915769,0.147943812
CELH,-0.128365006,10.9501202
IRWD,-0.241923283,0.128840091
QNST,-0.474199706,1.663356353
CALX,-0.114999401,3.203396291
MXL,-0.45004758,2.272496731
ST,-0.462965839,0.823023225
STNG,-0.511523556,-0.400987144
FIBK,-0.293035855,0.458275339
SSNC,-0.284712078,0.670827668
CLDT,-0.671365761,0.818182272
PRI,-0.319869644,0.52854862
AOSL,-0.529368813,2.687984699
CDXS,-0.302063357,0.956093727
SPSC,-0.160772342,1.334770737
RCM,-0.299691868,1.642462573
CRMD,-0.506867496,1.069637037
PLOW,-0.349272106,0.232004482
EXPR,-0.694044898,-0.389261817
FAF,-0.265260542,0.250214229
LMNR,-0.318772435,0.298035674
HPP,-0.319787276,-0.022452666
SIX,-0.716470643,1.719299863
VPG,-0.409412013,0.567727687
FN,-0.158545179,0.422103424
CBOE,-0.253901378,0.05651622
TSLA,0.252599339,5.733495382
